"name","desc","type1","type2","egg_group"
"나무지기","다리 뒤의 작은 가시를 박아 수직인 벽을 올라갈 수 있다. 굵은 꼬리로 힘껏 쳐서 공격한다.침착 냉정 어떤 일에도 동요하지 않는다. 체격이 큰 포켓몬이 노려봐도 한 발 짝도 물러서지 않고 같이 노려본다.숲의 큰 나무에 집을 만들고 산다. 줄을 쳐서 경계하며 다가오는 적을 격렬하게 위협. 숲의 나무를 지키는 포켓몬이라 알려지고 있다.수직으로 된 벽도 쭉쭉 타고 올라간다. 꼬리로 공기 중의 습도를 감지해서 내일 날씨를 맞힌다.발바닥에는 작은 가시가 많이 달렸기 때문에 벽이나 천장을 걸을 수 있다.발바닥의 작은 가시가 벽이나 천장에 걸리므로 거꾸로 매달려도 떨어지지 않는다.발바닥에는 작은 가시가 많이 달렸기 때문에 벽이나 천장을 걸을 수 있다.수직으로 된 벽도 쭉쭉 타고 올라간다. 꼬리로 공기 중의 습도를 감지해서 내일 날씨를 맞힌다.발바닥의 작은 가시가 벽이나 천장에 걸리므로 거꾸로 매달려도 떨어지지 않는다.다리 뒤의 작은 가시를 박아 수직인 벽을 올라갈 수 있다. 굵은 꼬리로 힘껏 쳐서 공격한다.침착 냉정 어떤 일에도 동요하지 않는다. 체격이 큰 포켓몬이 노려봐도 한 발 짝도 물러서지 않고 같이 노려본다.도감에 없음등장하지 않음도감에 없음","풀","","괴수,드래곤"
"나무돌이","몸에서 난 잎사귀는 숲 속에서 적으로부터 몸을 숨길 때 편리하다. 밀림에 사는 나무 타기의 명수이다.가지에서 가지로 가볍게 뛰어다닌다. 아무리 빠른 포켓몬도 숲 속에서 나무돌이를 잡기란 불가능하다.울창하고 무성한 숲의 안에서는 몸으로부터 달린 나뭇잎이 적의 눈으로부터나무돌이의 모습을 감춰주고 있다.발달된 넓적다리의 근육이 경이적인 순발력과 점프력을 발생시킨다.밀림에 서식한다. 가지에서 가지로 뛰어 옮겨가며 이동해서 먹이에 접근한다.큰 나뭇가지에서 다른 가지로 가볍게 뛰어 이동한다. 경이로운 순발력이다.밀림에 서식한다. 가지에서 가지로 뛰어 옮겨가며 이동해서 먹이에 접근한다.몸에서 난 잎사귀는 숲 속에서 적으로부터 몸을 숨길 때 편리하다. 밀림에 사는 나무 타기의 명수이다.가지에서 가지로 가볍게 뛰어다닌다. 아무리 빠른 포켓몬도 숲 속에서 나무돌이를 잡기란 불가능하다.도감에 없음등장하지 않음도감에 없음","풀","","괴수,드래곤"
"나무킹","몸에 난 잎사귀는 예리한 칼과 같다. 빠른 몸놀림으로 나뭇가지를 뛰어다니며 적의 머리 위나 배후에서 덮친다.등의 씨앗에는 나무를 건강하게 만드는 영양이 많이 채워져 있다고 전해진다. 숲의 나무를 소중히 키우고 있는 포켓몬이다.정글에서는 적수가 없을 정도로 강하다. 초목을 소중하게 키우는 포켓몬.햇볕을 쬐면서 체온을 조절한다.팔에 자란 나뭇잎은 칼같이 날이 들었다.나뭇가지를 경쾌한 몸놀림으로 날아올라서 적을 덮친다.팔에 자란 잎사귀는 큰 나무도 싹둑 배어 넘어뜨리는 정도다. 밀림에서 싸움에서는 무적이다.정글을 가볍게 뛰어 팔에 자란 예리하며 잘 드는 잎날로 먹이를 꼼짝 못하게 한다.팔에 자란 잎사귀는 큰 나무도 싹둑 베어 넘어뜨리는 정도다. 밀림의 싸움에서는 무적이다.정글을 가볍게 뛰어 팔에 자란 예리하며 잘 드는 잎날로 먹이를 꼼짝 못하게 한다.몸에 난 잎사귀는 예리한 칼과 같다. 빠른 몸놀림으로 나뭇가지를 뛰어다니며 적의 머리 위나 배후에서 덮친다.등의 씨앗에는 나무를 건강하게 만드는 영양이 많이 채워져 있다고 전해진다. 숲의 나무를 소중히 키우고 있는 포켓몬이다.도감에 없음등장하지 않음도감에 없음","풀","","괴수,드래곤"
"아차모","트레이너에게 바짝 붙어 아장아장 걷는다. 입에서 날리는 불꽃은 섭씨 1000도다. 상대를 새까맣게 태우는 작열하는 불덩이다.체내에 불꽃을 태우는 곳이 있어서 껴안으면 따끈따끈 정말 따뜻하다. 전신이 푹신푹신한 깃털로 덮여있다.적에게 위협당하면 몸에서 만든 불덩이를 입에서 내뱉어 공격한다.주변이 보이지 않는 어둠에 약하다.몸속에 불꽃 주머니를 지니고 있어서 껴안으면 따끈따끈하다. 살아 있는 한 계속 불타오른다.체내에 불꽃이 타오르고 있어 껴안으면 매우 따뜻하다. 1000도의 불꽃을 내뱉는다.체내에 불꽃이 타오르고 있어 껴안으면 무척 따뜻하다. 1000도의 불구슬을 날린다.배에 불꽃을 태우는 주머니를 가지고 있어 껴안으면 난로처럼 따뜻하다.체내에 불꽃이 타오르고 있어 껴안으면 무척 따뜻하다. 1000도의 불구슬을 날린다.몸속에 불꽃 주머니를 지니고 있어서 껴안으면 따끈따끈하다. 살아 있는 한 계속 불타오른다.체내에 불꽃이 타오르고 있어 껴안으면 무척 따뜻하다. 1000도의 불구슬을 날린다.트레이너에게 바짝 붙어 아장아장 걷는다. 입에서 날리는 불꽃은 섭씨 1000도다. 상대를 새까맣게 태우는 작열하는 불덩이다.체내에 불꽃을 태우는 곳이 있어서 껴안으면 따끈따끈 정말 따뜻하다. 전신이 푹신푹신한 깃털로 덮여있다.도감에 없음등장하지 않음도감에 없음","불꽃","","육상"
"영치코","산과 들을 뛰어다니며 하반신을 단련한다. 스피드와 파워를 겸비한 다리는 1초에 10번 킥을 날린다.부리에서 토해 내는 작렬하는 불꽃과 뛰어난 파괴력의 킥으로 싸운다. 울음소리가 커서 무척 시끄럽다.1초에 10번의 발차기를 찰 수 있다. 강하고 호전적이어서 상대가 항복하기 전까지공세를 유지하며 폭력을 행사한다.날카로운 울음소리를 내며 집중력을 향상시킨다. 발로 내는 기술은 파괴력 발군이다.영치코의 숙련된 발차기는 1초에 10번을 날릴 정도로 능숙하다.날카로운 울음소리로 적을 위협한다.1초에 킥을 10번 날릴 정도로 발을 사용하는 기술에 능하다. 날카로운 울음소리로 위협한다.싸우게 되면 체내의 불꽃이 세차게 타오른다. 킥은 파괴력이 굉장하다.1초에 킥을 10번 날릴 정도로 발을 사용하는 기술에 능하다. 날카로운 울음소리로 위협한다.싸우게 되면 체내의 불꽃이 세차게 타오른다. 킥은 파괴력이 굉장하다.산과 들을 뛰어다니며 하반신을 단련한다. 스피드와 파워를 겸비한 다리는 1초에 10번 킥을 날린다.부리에서 토해 내는 작렬하는 불꽃과 뛰어난 파괴력의 킥으로 싸운다. 울음소리가 커서 무척 시끄럽다.도감에 없음등장하지 않음도감에 없음","불꽃","격투","육상"
"번치코","싸우게 되면 손목에서 작열하는 불꽃을 뿜어 올려 용감히 덤벼든다. 상대가 버거울수록 강렬히 불타오른다.강인한 하반신을 지녀 30층짜리 빌딩도 가볍게 뛰어넘을 수 있다. 불꽃의 펀치로 상대를 새까맣게 태운다.펀치와 킥으로 이루어진 무술을 연마한다.수년이 지나면 오래된 깃털은 태워져 버리고 그자리에 새롭고 유연한 깃털이 다시 돋아난다.강적을 만나면 손목에서 불꽃을 내뿜는다. 점프로 빌딩을 뛰어넘는 다릿심을 가졌다.손목에서 뿜어져 나오는 불꽃으로 둘러쌓인 주먹은 적을 까맣게 태워 버린다.손목에서 뿜어낸 불꽃으로 주먹을 둘러싼 펀치는 상대를 까맣게 태워 버린다.30층 빌딩을 점프로 넘는 점프력을 가졌다. 불꽃펀치가 상대를 태운다.손목에서 뿜어낸 불꽃으로 주먹을 둘러싼 펀치는 상대를 까맣게 태워 버린다.30층 빌딩을 점프로 넘는 점프력을 가졌다. 불꽃펀치가 상대를 태운다.강적을 만나면 손목에서 불꽃을 내뿜는다. 점프로 빌딩을 뛰어넘는 다릿심을 가졌다.싸우게 되면 손목에서 작열하는 불꽃을 뿜어 올려 용감히 덤벼든다. 상대가 버거울수록 강렬히 불타오른다.강인한 하반신을 지녀 30층짜리 빌딩도 가볍게 뛰어넘을 수 있다. 불꽃의 펀치로 상대를 새까맣게 태운다.도감에 없음등장하지 않음도감에 없음","불꽃","격투","육상"
"물짱이","머리의 지느러미는 매우 민감한 레이더다.물이나 공기의 움직임을 통해 눈을 쓰지 않고 주변의 상황을 알아낼 수 있다.물속에서는 뺨의 아가미로 호흡한다. 위급해지면 몸보다 큰 바위를 산산이 부숴버리는 파워를 발휘한다.육중에서는 4개의 다리를 분발해서 큰 바위를 들어 올리며 파워를 발휘한다. 물가의 진흙에 몸을 묻고 잠을 잔다.커다란 꼬리 지느머리로 물을 차면 쭉쭉 스피드가 올라간다. 몸은 작지만 힘이 장사다.머리의 지느러미로 물의 흐름을 느껴 주위의 상황을 파악한다. 바위를 들어올릴 정도로 힘이 세다.큰 돌을 조각조각으로 부수는 파워를 가졌다. 강바닥에 쌓인 진흙에 몸을 묻고 쉰다.머리의 지느러미로 물의 흐름을 느껴 주위의 상황을 파악한다. 바위를 들어올릴 정도로 힘이 세다.커다란 꼬리 지느머리로 물을 차면 쭉쭉 스피드가 올라간다. 몸은 작지만 힘이 장사다.머리의 지느러미로 물의 흐름을 느껴 주위의 상황을 파악한다. 바위를 들어올릴 정도로 힘이 세다.머리의 지느러미는 매우 민감한 레이더다.물이나 공기의 움직임을 통해 눈을 쓰지 않고 주변의 상황을 알아낼 수 있다.물속에서는 뺨의 아가미로 호흡한다. 위급해지면 몸보다 큰 바위를 산산이 부숴버리는 파워를 발휘한다.도감에 없음등장하지 않음도감에 없음","물","","괴수,수중1"
"늪짱이","지상에서도 생활할 수 있도록 몸의 표면을 얇은 점막이 둘러싸고 있다.썰물이 된 해안에서 흙놀이를 한다.물속을 헤엄치는 것보다 진흙 속에서 이동하는 편이 훨씬 빠르게 이동할 수 있다.하반신이 발달하여 두 다리로 걷는다.다리가 단련되어서 2개의 다리가 되었다.피부가 건조해지면 약해져버리기 때문에 진흙 놀이를 해서 수분을 보충한다.진흙이 묻은 발밑으로 본령을 발휘한다. 움직이지 못하고 꼼짝 못하는 상대를 한숨에 덮친다.발밑이 질퍽거려도 잘 걸을 수 있는 튼튼한 다리를 가졌다. 진흙에 몸을 묻고 잠잔다.걸쭉하게 질퍽거리는 땅을 밟으며 생활하면서 단련되어 팔다리가 강인해졌다.발밑이 질퍽거려도 잘 걸을 수 있는 튼튼한 다리를 가졌다. 진흙에 몸을 묻고 잠잔다.지상에서도 생활할 수 있도록 몸의 표면을 얇은 점막이 둘러싸고 있다.썰물이 된 해안에서 흙놀이를 한다.물속을 헤엄치는 것보다 진흙 속에서 이동하는 편이 훨씬 빠르게 이동할 수 있다.하반신이 발달하여 두 다리로 걷는다.도감에 없음등장하지 않음도감에 없음","물","땅","괴수,수중1"
"대짱이","무게 1톤 이상인 바위 덩어리를 가볍게 잡아당기는 파워를 지닌 포켓몬이다. 탁해진 물속도 들여다볼 수 있는 시력을 지녔다.대짱이는 파도 소리나 바닷바람의 아주 작은 차이를 지느러미로 감지하여 태풍을 예감한다. 태풍이 불면 바위를 쌓아서 둥지를 지킨다.폭풍이 가까이 올 때 거대한 파도를 예감하면 바위를 쌓아올려 해안에 있는 집을 지킨다.제트스키와 호각의 스피드로 헤엄친다.양팔은 바위처럼 딱딱하며 한 번 휘둘러서 상대를 때려눕힌다.아름다운 모래해변에 집을 짓는다.큰 배를 끌며 헤엄치는 파워의 소유자이다. 굵은 팔을 한번 휘둘러 상대를 때려눕힌다.돌처럼 딱딱한 팔을 한 번 휘두르는 것만으로 거대한 돌을 조각조각으로 부순다.큰 배를 끌며 헤엄치는 파워의 소유자이다. 굵은 팔을 한 번 휘둘러 상대를 때려눕힌다.돌처럼 딱딱한 팔을 한 번 휘두르는 것만으로 거대한 돌을 조각조각으로 부순다.큰 배를 끌며 헤엄치는 파워의 소유자이다. 굵은 팔을 한 번 휘둘러 상대를 때려눕힌다.무게 1톤 이상인 바위 덩어리를 가볍게 잡아당기는 파워를 지닌 포켓몬이다. 탁해진 물속도 들여다볼 수 있는 시력을 지녔다.대짱이는 파도 소리나 바닷바람의 아주 작은 차이를 지느러미로 감지하여 태풍을 예감한다. 태풍이 불면 바위를 쌓아서 둥지를 지킨다.도감에 없음등장하지 않음도감에 없음","물","땅","괴수,수중1"
"포챠나","움직이는 것을 발견하면 바로 문다. 먹이가 기진맥진해질 때까지 쫓아다니지만 반격당하면 뒷걸음치기도 한다.무엇이든 먹는 잡식성인 포켓몬이다. 몸에 비해 큰 이빨이 특징이다. 꼬리의 털을 세우고 적을 위협한다.어금니를 향하여 격렬하게 적을 위협한다. 도망가는 상대는 끈질기게 쫒아간다.반격을 가하면 꼬리를 내리고 도망간다.예민한 후각으로 노린 사냥감은 절대로 놓치지 않는다. 무척 끈질긴 성격이다.집요한 성격의 포켓몬이다. 점찍은 먹이가 기진맥진 지칠 때까지 뒤쫓아간다.노리는 먹이가 기진맥진 지칠 때까지 뒤쫓아가지만 반격당하면 뒷걸음질친다.집요한 성격의 포켓몬이다. 점찍은 먹이가 기진맥진 지칠 때까지 뒤쫓아간다.움직이는 것을 발견하면 바로 문다. 먹이가 기진맥진해질 때까지 쫓아다니지만 반격당하면 뒷걸음치기도 한다.무엇이든 먹는 잡식성인 포켓몬이다. 몸에 비해 큰 이빨이 특징이다. 꼬리의 털을 세우고 적을 위협한다.자료 없음","악","","육상"
