"name","desc","type1","type2","egg_group"
"나몰빼미","경계심이 강하다. 낮에는 광합성으로 힘을 비축하고 밤이 되면 활동을 개시한다.전혀 소리를 내지 않고 활공하여 적에게 빠르게 접근한다. 눈치채기 전에 강렬한 발차기를 퍼붓는다.칼같이 날카로운 날개를 날려 공격한다. 발의 힘도 강해 킥도 무시할 수 없다.좁고 어두운 곳을 편안해한다.트레이너의 품이나 가방을 둥지로 삼을 때도 있다.등장하지 않음비행하면서 날카로운 깃털을 날리고 근거리가 되면 강렬한 킥을 날린다.낮 동안에는 광합성으로 힘을 비축하고 밤이 되면 소리 없이 날며 먹이를 찾는다.","풀","비행","비행"
"빼미스로우","젠체하고 틈만 나면 날개의 손질을 한다. 깃털의 얼룩이 신경 쓰여 싸우지 못할 때도 있다.칼날깃이라고 불리는 날카로운 날개를 적이나 먹잇감에 날린다. 거의 백발백중이다.나르시스트로 깔끔한 것을 좋아한다. 자주 관리해 주지 않으면 말을 안 듣기도 한다.기척에 매우 민감하다.뒤에서 있는 상대를 기척으로 감지하고 날카로운 날개를 날려서 처리한다.등장하지 않음칼날깃이라고 불리는 나이프처럼 생긴 깃털을 연달아 날려서 상대의 급소를 확실하게 꿰뚫는다.날개 손질을 게을리하지 않는다. 몸가짐을 정돈하는 이유뿐만 아니라 칼날깃의 날을 유지하기 위해서다.","풀","비행","비행"
"모크나이퍼","날개에 숨겨진 살깃을 시위에 메겨서 날린다. 100m 앞의 작은 돌도 관통하는 정밀함이다.기본적으로 신중하고 쿨하지만 허를 찔리면 크게 패닉에 빠져버린다.살깃을 시위에 메겨서 상대에게 날린다. 반드시 명중시켜야 할 때는 머리의 시위를 당겨 집중한다.불과 0.1초만에 살깃을 시위에 메겨 적을 공격한다. 눈 깜짝할 사이에 승부가 나 있다.등장하지 않음날개에 숨겨진 살깃을 활과 화살처럼 이용해서 쏜다. 노린 표적은 빗나가지 않는다.0.1초 만에 화살깃을 날개에 달린 시위에 메겨 발사한다. 상대가 알아차리기 전에 급소를 꿰뚫어버린다.","풀","고스트","비행"
"냐오불","혀로 털을 정리하면서 배에 쌓인 빠진 털을 태워서 불을 뿜는다. 털을 뱉어내는 방법에 따라 불꽃도 변한다.감정을 드러내지 않고 혼자 있는 것을 좋아한다. 신뢰를 얻기까지 시간이 걸린다.집요하게 따라다니면 마음을 열지 않는다. 친밀해져도 과도한 스킨십은 금물이다.1년에 2번 털이 새로 난다. 때가 되면 자신의 몸에 불을 붙여서 오래된 털을 태운다.등장하지 않음틈만 나면 털을 핥아서 정리한다. 뱃속에 쌓인 빠진 털에 불을 붙여서 불꽃 기술을 사용한다.냐오불에게 신뢰받기 전에 쓰다듬으려고 하면 날카로운 발톱으로 심하게 할퀴니 주의가 필요하다.","불꽃","","육상"
"냐오히트","목 주변에 불꽃의 방울이 있다. 불꽃을 뿜어낼 때 딸랑딸랑 높은 소리가 난다.앞발의 힘이 자랑거리다. 펀치 한 방에 철봉도 구부러트려 버린다.친해지면 트레이너에게도 응석 부리지만, 힘은 강하고 발톱도 날카롭다. 온몸을 상처투성이로 만든다.갈기가 바짝 서 있으면 컨디션이 좋다는 증거다. 상태가 안 좋으면 털이 뒤로 누워 버린다.등장하지 않음목덜미에 있는 불꽃 주머니는 싸움에 들어가면 화력이 올라 방울 소리 같은 소리를 낸다.강적을 상대하게 되면 전투 의욕이 높아지고 동시에 불꽃 방울의 화력도 올라간다.","불꽃","","육상"
"어흥염","거칠고 제멋대로인 성격이다. 기분이 내키지 않으면 트레이너의 명령도 아무렇지 않게 무시한다.강렬한 펀치와 킥을 가한 후 배꼽 부근에서 불꽃을 뿜어내 마무리한다.거칠고 제멋대로지만 약한 상대를 괴롭히는 것은 재미없어서 싫어한다. 강한 상대에게 의욕을 보인다.투쟁심에 불이 붙으면 허리 주변에 있는 불꽃도 한층 격렬하게 타오른다.등장하지 않음섭씨 2000도가 넘는 불꽃을 배꼽에서 뿜어낸다. 규칙이 없는 난폭한 싸움을 잘 한다.난폭한 거동이 눈에 띄지만 작은 포켓몬을 도와주는 상냥한 일면도 있다.","불꽃","악","육상"
"누리공","노력하는 성질로 유명하다. 체액을 코로 부풀린 풍선을 적에게 부딪힌다.물로 된 풍선을 조종한다. 커다란 풍선을 만들기 위해 꾸준히 연습을 반복한다.코로 부풀리는 벌룬은 매일 연습을 반복하면서 조금씩 커진다.탄력이 있는 물의 벌룬을 타고 크게 점프한다. 아크로바틱하게 싸운다.등장하지 않음탄력이 있어 터졌을 때의 충격으로 상대에게 타격을 주는 특별한 벌룬을 만든다.매일 열심히 연습하면 결국에는 커다랗고 성능 좋은 벌룬을 만들 수 있게 된다.","물","","수중1,육상"
"키요공","댄스가 특기이며 춤추면서 계속해서 물의 풍선을 만들어 적에게 부딪힌다.동료를 생각하는 마음이 강하다. 트레이너가 풀이 죽어 있으면 춤을 추며 격려해주려 한다.모르는 댄스를 보면 흥분한다. 출 수 있을 때까지 열심히 연습하는 노력가다.부풀린 물의 벌룬을 손발로 튕겨 내어 적에게 날린 후 폭발시켜서 공격한다.등장하지 않음댄스 스텝으로 상대의 기술을 피하면서 벌룬을 계속해서 만들고 공격을 펼쳐서 상대를 몰아붙인다.파도가 잔잔한 밤이 되면 리더인 누리레느의 노랫소리에 맞춰 동료와 함께 춤을 춘다.","물","","수중1,육상"
"누리레느","물의 풍선을 노래로 컨트롤한다. 그 멜로디는 동료에게 배우며 대대로 무리에 전해진다.노랫소리를 활용하여 싸운다. 매일 목 상태 관리는 트레이너의 중요한 역할이다.누리레느에게 싸움은 스테이지다. 화려하게 노래하고 춤을 추며 먹이의 숨통을 끊는다.가희라는 별명을 가졌다. 달이 뜨는 밤에 무리를 이끌고 노래하는 모습은 환상적이다.등장하지 않음입에서 나오는 음파로 물의 벌룬을 조종한다. 음파는 맑고 고운 노랫소리처럼 들린다.싸움은 누리레느의 스테이지다. 노래와 벌룬이 흩날리는 모습은 보는 이들을 매료시킨다.","물","페어리","수중1,육상"
"콕코구리","1초당 16번 나무를 쪼아서 구멍을 낸다. 낸 구멍은 먹이를 넣어두는 저장고나 둥지로 쓴다.나무열매가 먹이다. 먹고 남은 씨앗은 총알처럼 입에서 발사하여 공격에 사용한다.딱딱한 부리로 나무를 쫀다. 쪼는 리듬으로 그때의 기분이나 상태를 대강 알 수 있다.가늘어 보이지만 강인한 목 근육을 가졌다. 초당 16연타로 나무를 마구 쪼아 댄다.자료 없음","노말","비행","비행"
